dataset,method,noise_level,poison_rate,poison_strategy,seed,downstream_model,eval_seconds,latency_per_context_ms,accuracy,precision,recall,f1,f1_macro,auroc,auroc_oriented,auprc,brier,ece,attack_success_rate,avg_selected_logs,sum_selected_logs,avg_selected_noise,sum_selected_noise,avg_selected_poison,sum_selected_poison,avg_selected_tokens,sum_selected_tokens,avg_selected_poison_tokens,sum_selected_poison_tokens,avg_total_logs,sum_total_logs,avg_total_noise,sum_total_noise,avg_total_poison,sum_total_poison,avg_total_tokens,sum_total_tokens,avg_total_poison_tokens,sum_total_poison_tokens,noise_selected_rate,poison_selected_rate,poison_event_selection_rate,noise_event_selection_rate,context_reduction,token_reduction,poison_token_selected_rate,selector_fit_seconds,train_avg_selected_logs,telemin_stop_threshold,telemin_min_k,telemin_max_k,telemin_use_poison_penalty,telemin_use_stability,telemin_use_rarity,telemin_use_semantic,telemin_use_redundancy,telemin_adaptive_k,relative_f1,f1_drop_from_noise0
BGL,Random-k Selection,0.1,0.1,instruction,2,random_forest,0.09995320002781227,1.3327093337041636,0.9066666666666666,0.875,0.5384615384615384,0.6666666666666666,0.8062015503875969,0.9665012406947892,0.9665012406947892,0.8755014277611531,0.0692627386125393,0.09601813656179616,0.09333333333333334,3.0,225.0,0.18666666666666668,14.0,0.25333333333333335,19.0,172.25333333333333,12919.0,12.6,945.0,10.0,750.0,1.0,75.0,1.0,75.0,572.5866666666667,42944.0,50.84,3813.0,0.06222222222222222,0.08444444444444445,0.25333333333333335,0.18666666666666668,0.7,0.6991663561847988,0.07314807647650746,4.00003045797348e-07,3.0,,,,,,,,,,1.2666666666666666,-0.14035087719298245
BGL,Random-k Selection,0.2,0.1,instruction,2,random_forest,0.08991440001409501,1.1988586668546002,0.88,1.0,0.3076923076923077,0.47058823529411764,0.7014595311808933,0.9379652605459057,0.9379652605459057,0.8625033428537807,0.08251119267628913,0.11646159735593878,0.12,3.0,225.0,0.5333333333333333,40.0,0.28,21.0,172.4,12930.0,13.986666666666666,1049.0,11.0,825.0,2.0,150.0,1.0,75.0,634.4666666666667,47585.0,49.77333333333333,3733.0,0.17777777777777778,0.09333333333333334,0.28,0.26666666666666666,0.7272727272727273,0.7282757171377535,0.0811291569992266,4.00003045797348e-07,3.0,,,,,,,,,,0.8941176470588236,0.05572755417956654
BGL,Random-k Selection,0.3,0.1,instruction,2,random_forest,0.09534529998200014,1.2712706664266686,0.88,1.0,0.3076923076923077,0.47058823529411764,0.7014595311808933,0.9007444168734491,0.9007444168734491,0.7294024087367739,0.0901495128790245,0.05531662475414767,0.12,3.0,225.0,0.5866666666666667,44.0,0.22666666666666666,17.0,173.72,13029.0,11.293333333333333,847.0,11.0,825.0,2.0,150.0,1.0,75.0,632.68,47451.0,49.986666666666665,3749.0,0.19555555555555557,0.07555555555555556,0.22666666666666666,0.29333333333333333,0.7272727272727273,0.7254220142884238,0.06500882646404176,4.00003045797348e-07,3.0,,,,,,,,,,0.8941176470588236,0.05572755417956654
BGL,Random-k Selection,0.4,0.1,instruction,2,random_forest,0.11339670000597835,1.5119560000797112,0.8666666666666667,1.0,0.23076923076923078,0.375,0.6501865671641791,0.7679900744416873,0.7679900744416873,0.6431447471136857,0.10757541293066021,0.09828914910368924,0.13333333333333333,3.0,225.0,0.8533333333333334,64.0,0.26666666666666666,20.0,166.92,12519.0,13.413333333333334,1006.0,12.0,900.0,3.0,225.0,1.0,75.0,690.28,51771.0,49.77333333333333,3733.0,0.28444444444444444,0.08888888888888889,0.26666666666666666,0.28444444444444444,0.75,0.7581850843136119,0.08035785605879064,4.00003045797348e-07,3.0,,,,,,,,,,0.7125,0.15131578947368418
BGL,Random-k Selection,0.5,0.1,instruction,2,random_forest,0.09264240000629798,1.235232000083973,0.8933333333333333,0.8571428571428571,0.46153846153846156,0.6,0.7692307692307692,0.901985111662531,0.901985111662531,0.792188122335181,0.08506179038584678,0.09139932268358729,0.10666666666666667,3.0,225.0,0.92,69.0,0.21333333333333335,16.0,173.26666666666668,12995.0,10.453333333333333,784.0,13.0,975.0,4.0,300.0,1.0,75.0,748.4533333333334,56134.0,49.96,3747.0,0.30666666666666664,0.07111111111111111,0.21333333333333335,0.23,0.7692307692307692,0.7685003741048206,0.06033089649865333,4.00003045797348e-07,3.0,,,,,,,,,,1.1400000000000001,-0.0736842105263158
BGL,TF-IDF/BM25 Selection,0.0,0.1,instruction,2,random_forest,0.11509269999805838,1.534569333307445,0.9466666666666667,0.9090909090909091,0.7692307692307693,0.8333333333333334,0.9007936507936508,0.9590570719602978,0.9590570719602978,0.8917378917378916,0.05838838293526152,0.09589044968218598,0.05333333333333334,3.0,225.0,0.0,0.0,0.72,54.0,175.64,13173.0,35.653333333333336,2674.0,9.0,675.0,0.0,0.0,1.0,75.0,512.0933333333334,38407.0,50.333333333333336,3775.0,0.0,0.24,0.72,0.0,0.6666666666666667,0.6570156481891322,0.20299096637060654,0.036902999971061945,3.0,,,,,,,,,,1.0,0.0
BGL,TF-IDF/BM25 Selection,0.1,0.1,instruction,2,random_forest,0.13267779996385798,1.7690373328514397,0.9466666666666667,0.9090909090909091,0.7692307692307693,0.8333333333333334,0.9007936507936508,0.9491315136476428,0.9491315136476428,0.869114219114219,0.06319308500663084,0.11769711215102606,0.05333333333333334,3.0,225.0,0.3466666666666667,26.0,0.76,57.0,178.8,13410.0,38.17333333333333,2863.0,10.0,750.0,1.0,75.0,1.0,75.0,572.5866666666667,42944.0,50.84,3813.0,0.11555555555555555,0.25333333333333335,0.76,0.3466666666666667,0.7,0.6877328614008942,0.21349739000745713,0.036902999971061945,3.0,,,,,,,,,,1.0,0.0
BGL,TF-IDF/BM25 Selection,0.2,0.1,instruction,2,random_forest,0.16033889999380335,2.137851999917378,0.9333333333333333,0.9,0.6923076923076923,0.782608695652174,0.8716193084560082,0.9652605459057072,0.9652605459057072,0.9300722893840302,0.06638170746129096,0.18062955864957883,0.06666666666666667,3.0,225.0,0.8266666666666667,62.0,0.6666666666666666,50.0,188.85333333333332,14164.0,32.666666666666664,2450.0,11.0,825.0,2.0,150.0,1.0,75.0,634.4666666666667,47585.0,49.77333333333333,3733.0,0.27555555555555555,0.2222222222222222,0.6666666666666666,0.41333333333333333,0.7272727272727273,0.7023431753703898,0.17297373623270262,0.036902999971061945,3.0,,,,,,,,,,0.9391304347826087,0.050724637681159424
BGL,TF-IDF/BM25 Selection,0.3,0.1,instruction,2,random_forest,0.1331684000324458,1.7755786670992773,0.9333333333333333,0.9,0.6923076923076923,0.782608695652174,0.8716193084560082,0.913151364764268,0.913151364764268,0.8696342119419042,0.0763252402050479,0.15160523390580066,0.06666666666666667,3.0,225.0,0.8,60.0,0.6533333333333333,49.0,185.77333333333334,13933.0,32.38666666666666,2429.0,11.0,825.0,2.0,150.0,1.0,75.0,632.68,47451.0,49.986666666666665,3749.0,0.26666666666666666,0.21777777777777776,0.6533333333333333,0.4,0.7272727272727273,0.7063707824914123,0.1743343142180435,0.036902999971061945,3.0,,,,,,,,,,0.9391304347826087,0.050724637681159424
BGL,TF-IDF/BM25 Selection,0.4,0.1,instruction,2,random_forest,0.1400786999729462,1.8677159996392827,0.92,0.8181818181818182,0.6923076923076923,0.75,0.8511904761904762,0.9205955334987593,0.9205955334987593,0.8550597935213319,0.08479737848407243,0.1672202135933058,0.08,3.0,225.0,1.12,84.0,0.6,45.0,197.85333333333332,14839.0,29.586666666666666,2219.0,12.0,900.0,3.0,225.0,1.0,75.0,690.28,51771.0,49.77333333333333,3733.0,0.37333333333333335,0.2,0.6,0.37333333333333335,0.75,0.7133723513163741,0.1495383785969405,0.036902999971061945,3.0,,,,,,,,,,0.8999999999999999,0.08333333333333337
BGL,TF-IDF/BM25 Selection,0.5,0.1,instruction,2,random_forest,0.13309640000807121,1.774618666774283,0.9333333333333333,0.9,0.6923076923076923,0.782608695652174,0.8716193084560082,0.8337468982630273,0.8337468982630273,0.7715684452105754,0.09106797311731891,0.14524128558941876,0.06666666666666667,3.0,225.0,1.32,99.0,0.5733333333333334,43.0,197.26666666666668,14795.0,28.093333333333334,2107.0,13.0,975.0,4.0,300.0,1.0,75.0,748.4533333333334,56134.0,49.96,3747.0,0.44,0.19111111111111112,0.5733333333333334,0.33,0.7692307692307692,0.7364342466241494,0.14241297735721528,0.036902999971061945,3.0,,,,,,,,,,0.9391304347826087,0.050724637681159424
BGL,Mutual Information Feature Selection,0.0,0.1,instruction,2,random_forest,0.14277079998282716,1.9036106664376955,0.9733333333333334,1.0,0.8461538461538461,0.9166666666666666,0.9503968253968254,0.9379652605459057,0.9379652605459057,0.912593984962406,0.04516374414577547,0.07642130597088596,0.02666666666666667,3.0,225.0,0.0,0.0,0.013333333333333334,1.0,173.0,12975.0,0.6533333333333333,49.0,9.0,675.0,0.0,0.0,1.0,75.0,512.0933333333334,38407.0,50.333333333333336,3775.0,0.0,0.0044444444444444444,0.013333333333333334,0.0,0.6666666666666667,0.6621709584190382,0.0037764932562620425,6.680312400043476,3.0,,,,,,,,,,1.0,0.0
BGL,Mutual Information Feature Selection,0.1,0.1,instruction,2,random_forest,0.14929400000255555,1.9905866667007406,0.9733333333333334,1.0,0.8461538461538461,0.9166666666666666,0.9503968253968254,0.9280397022332506,0.9280397022332506,0.8992006643828506,0.04545001424656892,0.08009039689260411,0.02666666666666667,3.0,225.0,0.37333333333333335,28.0,0.0,0.0,173.82666666666665,13037.0,0.0,0.0,10.0,750.0,1.0,75.0,1.0,75.0,572.5866666666667,42944.0,50.84,3813.0,0.12444444444444444,0.0,0.0,0.37333333333333335,0.7,0.6964185916542474,0.0,6.680312400043476,3.0,,,,,,,,,,1.0,0.0
BGL,Mutual Information Feature Selection,0.2,0.1,instruction,2,random_forest,0.14023030002135783,1.8697373336181045,0.96,0.9166666666666666,0.8461538461538461,0.88,0.9279999999999999,0.924317617866005,0.924317617866005,0.9007444168734492,0.05041517690240533,0.08087888877560338,0.04,3.0,225.0,0.7333333333333333,55.0,0.0,0.0,166.76,12507.0,0.0,0.0,11.0,825.0,2.0,150.0,1.0,75.0,634.4666666666667,47585.0,49.77333333333333,3733.0,0.24444444444444444,0.0,0.0,0.36666666666666664,0.7272727272727273,0.7371650730272145,0.0,6.680312400043476,3.0,,,,,,,,,,0.9600000000000001,0.036666666666666625
BGL,Mutual Information Feature Selection,0.3,0.1,instruction,2,random_forest,0.14072060002945364,1.8762746670593817,0.9733333333333334,1.0,0.8461538461538461,0.9166666666666666,0.9503968253968254,0.9280397022332506,0.9280397022332506,0.9029542920847268,0.048271547416286704,0.09057868488979988,0.02666666666666667,3.0,225.0,0.76,57.0,0.0,0.0,168.37333333333333,12628.0,0.0,0.0,11.0,825.0,2.0,150.0,1.0,75.0,632.68,47451.0,49.986666666666665,3749.0,0.25333333333333335,0.0,0.0,0.38,0.7272727272727273,0.7338728372426293,0.0,6.680312400043476,3.0,,,,,,,,,,1.0,0.0
BGL,Mutual Information Feature Selection,0.4,0.1,instruction,2,random_forest,0.16482169996015728,2.1976226661354303,0.96,1.0,0.7692307692307693,0.8695652173913043,0.9229715850736049,0.9168734491315137,0.9168734491315137,0.8968083198852429,0.04797529891465212,0.09478028491190649,0.04,3.0,225.0,1.0,75.0,0.0,0.0,166.04,12453.0,0.0,0.0,12.0,900.0,3.0,225.0,1.0,75.0,690.28,51771.0,49.77333333333333,3733.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,0.7594599293040505,0.0,6.680312400043476,3.0,,,,,,,,,,0.9486166007905138,0.047101449275362306
BGL,Mutual Information Feature Selection,0.5,0.1,instruction,2,random_forest,0.14429540000855923,1.9239386667807896,0.9466666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8934659090909092,0.9007444168734491,0.9007444168734491,0.8536248697539021,0.05544823817474929,0.07087887809146809,0.05333333333333334,3.0,225.0,1.2133333333333334,91.0,0.0,0.0,163.92,12294.0,0.0,0.0,13.0,975.0,4.0,300.0,1.0,75.0,748.4533333333334,56134.0,49.96,3747.0,0.40444444444444444,0.0,0.0,0.30333333333333334,0.7692307692307692,0.7809883493070153,0.0,6.680312400043476,3.0,,,,,,,,,,0.8925619834710745,0.0984848484848484
BGL,Embedding Similarity Selection,0.0,0.1,instruction,2,random_forest,0.5125528000062332,6.834037333416442,0.9733333333333334,1.0,0.8461538461538461,0.9166666666666666,0.9503968253968254,0.9702233250620347,0.9702233250620347,0.9267904509283817,0.05522868028746983,0.1462799630301794,0.02666666666666667,3.0,225.0,0.0,0.0,0.9866666666666667,74.0,166.10666666666665,12458.0,49.68,3726.0,9.0,675.0,0.0,0.0,1.0,75.0,512.0933333333334,38407.0,50.333333333333336,3775.0,0.0,0.3288888888888889,0.9866666666666667,0.0,0.6666666666666667,0.6756320462415706,0.29908492534917325,0.4058802999788895,3.0,,,,,,,,,,1.0,0.0
BGL,Embedding Similarity Selection,0.1,0.1,instruction,2,random_forest,0.48944949998985976,6.52599333319813,0.9733333333333334,1.0,0.8461538461538461,0.9166666666666666,0.9503968253968254,0.967741935483871,0.967741935483871,0.9245657568238212,0.056980727616137775,0.1553263911077938,0.02666666666666667,3.0,225.0,0.24,18.0,1.0,75.0,170.4,12780.0,50.84,3813.0,10.0,750.0,1.0,75.0,1.0,75.0,572.5866666666667,42944.0,50.84,3813.0,0.08,0.3333333333333333,1.0,0.24,0.7,0.702403129657228,0.2983568075117371,0.4058802999788895,3.0,,,,,,,,,,1.0,0.0
BGL,Embedding Similarity Selection,0.2,0.1,instruction,2,random_forest,0.5335290000075474,7.113720000100632,0.9733333333333334,1.0,0.8461538461538461,0.9166666666666666,0.9503968253968254,0.9590570719602978,0.9590570719602978,0.9148590539894887,0.06365511172609574,0.17320949338376185,0.02666666666666667,3.0,225.0,0.6,45.0,0.9733333333333334,73.0,171.84,12888.0,48.46666666666667,3635.0,11.0,825.0,2.0,150.0,1.0,75.0,634.4666666666667,47585.0,49.77333333333333,3733.0,0.2,0.3244444444444444,0.9733333333333334,0.3,0.7272727272727273,0.7291583482189765,0.2820453134698945,0.4058802999788895,3.0,,,,,,,,,,1.0,0.0
BGL,Embedding Similarity Selection,0.3,0.1,instruction,2,random_forest,0.5176975000067614,6.902633333423485,0.96,1.0,0.7692307692307693,0.8695652173913043,0.9229715850736049,0.9851116625310173,0.9851116625310173,0.9474358974358972,0.059895048411982545,0.15958667494601445,0.04,3.0,225.0,0.5466666666666666,41.0,0.9866666666666667,74.0,170.26666666666668,12770.0,49.333333333333336,3700.0,11.0,825.0,2.0,150.0,1.0,75.0,632.68,47451.0,49.986666666666665,3749.0,0.18222222222222223,0.3288888888888889,0.9866666666666667,0.2733333333333333,0.7272727272727273,0.7308802764957535,0.2897415818324197,0.4058802999788895,3.0,,,,,,,,,,0.9486166007905138,0.047101449275362306
BGL,Embedding Similarity Selection,0.4,0.1,instruction,2,random_forest,0.5428400000091642,7.2378666667888565,0.96,1.0,0.7692307692307693,0.8695652173913043,0.9229715850736049,0.9081885856079405,0.9081885856079405,0.8664869721473494,0.07491493069019671,0.17137554860435897,0.04,3.0,225.0,0.72,54.0,0.9866666666666667,74.0,180.37333333333333,13528.0,49.12,3684.0,12.0,900.0,3.0,225.0,1.0,75.0,690.28,51771.0,49.77333333333333,3733.0,0.24,0.3288888888888889,0.9866666666666667,0.24,0.75,0.7386954086264511,0.2723240685984624,0.4058802999788895,3.0,,,,,,,,,,0.9486166007905138,0.047101449275362306
BGL,Embedding Similarity Selection,0.5,0.1,instruction,2,random_forest,0.5195927000022493,6.927902666696657,0.9466666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8934659090909092,0.9379652605459057,0.9379652605459057,0.8797924297924298,0.07076096541008033,0.16184774040458913,0.05333333333333334,3.0,225.0,0.9733333333333334,73.0,0.9733333333333334,73.0,180.06666666666666,13505.0,48.653333333333336,3649.0,13.0,975.0,4.0,300.0,1.0,75.0,748.4533333333334,56134.0,49.96,3747.0,0.3244444444444444,0.3244444444444444,0.9733333333333334,0.24333333333333335,0.7692307692307692,0.7594149713186304,0.27019622362088114,0.4058802999788895,3.0,,,,,,,,,,0.8925619834710745,0.0984848484848484
BGL,TeleMin-RAG,0.0,0.1,instruction,2,random_forest,0.968297099985648,12.91062799980864,0.9466666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8934659090909092,0.9379652605459057,0.9379652605459057,0.8974358974358975,0.043176271213210916,0.08724566380086912,0.05333333333333334,1.6933333333333334,127.0,0.0,0.0,0.0,0.0,104.48,7836.0,0.0,0.0,9.0,675.0,0.0,0.0,1.0,75.0,512.0933333333334,38407.0,50.333333333333336,3775.0,0.0,0.0,0.0,0.0,0.8118518518518518,0.7959746921134168,0.0,7.939171099977102,2.1028571428571428,0.72,1.0,6.0,True,True,True,True,True,True,1.0,0.0
BGL,TeleMin-RAG,0.1,0.1,instruction,2,random_forest,0.6482563000172377,8.64341733356317,0.9466666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8934659090909092,0.9441687344913151,0.9441687344913151,0.9013157894736842,0.042953072368327974,0.08443072897973518,0.05333333333333334,1.68,126.0,0.14666666666666667,11.0,0.0,0.0,102.33333333333333,7675.0,0.0,0.0,10.0,750.0,1.0,75.0,1.0,75.0,572.5866666666667,42944.0,50.84,3813.0,0.0873015873015873,0.0,0.0,0.14666666666666667,0.832,0.8212788748137109,0.0,7.939171099977102,2.1028571428571428,0.72,1.0,6.0,True,True,True,True,True,True,1.0,0.0
BGL,TeleMin-RAG,0.2,0.1,instruction,2,random_forest,0.6309973000315949,8.413297333754599,0.9466666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8934659090909092,0.9416873449131513,0.9416873449131513,0.8997668997668998,0.04439343335042909,0.07030312843285538,0.05333333333333334,1.6266666666666667,122.0,0.17333333333333334,13.0,0.0,0.0,96.44,7233.0,0.0,0.0,11.0,825.0,2.0,150.0,1.0,75.0,634.4666666666667,47585.0,49.77333333333333,3733.0,0.10655737704918032,0.0,0.0,0.08666666666666667,0.8521212121212121,0.8479983187979405,0.0,7.939171099977102,2.1028571428571428,0.72,1.0,6.0,True,True,True,True,True,True,1.0,0.0
BGL,TeleMin-RAG,0.3,0.1,instruction,2,random_forest,0.5995871999766678,7.994495999688904,0.9466666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8934659090909092,0.9441687344913152,0.9441687344913152,0.9011529011529013,0.0438036329782844,0.07461638788764159,0.05333333333333334,1.56,117.0,0.16,12.0,0.0,0.0,93.46666666666667,7010.0,0.0,0.0,11.0,825.0,2.0,150.0,1.0,75.0,632.68,47451.0,49.986666666666665,3749.0,0.10256410256410256,0.0,0.0,0.08,0.8581818181818182,0.8522686560873322,0.0,7.939171099977102,2.1028571428571428,0.72,1.0,6.0,True,True,True,True,True,True,1.0,0.0
BGL,TeleMin-RAG,0.4,0.1,instruction,2,random_forest,0.8955054999678396,11.940073332904527,0.9466666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8934659090909092,0.9367245657568237,0.9367245657568237,0.8969177164299115,0.04462343214019665,0.08899771639705947,0.05333333333333334,1.6533333333333333,124.0,0.29333333333333333,22.0,0.0,0.0,98.34666666666666,7376.0,0.0,0.0,12.0,900.0,3.0,225.0,1.0,75.0,690.28,51771.0,49.77333333333333,3733.0,0.1774193548387097,0.0,0.0,0.09777777777777778,0.8622222222222222,0.8575264144018853,0.0,7.939171099977102,2.1028571428571428,0.72,1.0,6.0,True,True,True,True,True,True,1.0,0.0
BGL,TeleMin-RAG,0.5,0.1,instruction,2,random_forest,0.6667877999716438,8.890503999621918,0.9466666666666667,1.0,0.6923076923076923,0.8181818181818182,0.8934659090909092,0.9392059553349875,0.9392059553349875,0.8983031674208145,0.044842162786357026,0.08876737758405157,0.05333333333333334,1.6266666666666667,122.0,0.30666666666666664,23.0,0.0,0.0,96.37333333333333,7228.0,0.0,0.0,13.0,975.0,4.0,300.0,1.0,75.0,748.4533333333334,56134.0,49.96,3747.0,0.1885245901639344,0.0,0.0,0.07666666666666666,0.8748717948717949,0.8712366836498379,0.0,7.939171099977102,2.1028571428571428,0.72,1.0,6.0,True,True,True,True,True,True,1.0,0.0
UNSW_NB15,Full Context,0.0,0.1,instruction,2,random_forest,0.14420420001260936,1.9227226668347914,0.9066666666666666,0.8771929824561403,1.0,0.9345794392523364,0.8858943707889589,0.9768,0.9768,0.9874134543027808,0.10642816095020081,0.1647447908752227,0.09333333333333334,9.0,675.0,0.0,0.0,1.0,75.0,750.9466666666667,56321.0,54.093333333333334,4057.0,9.0,675.0,0.0,0.0,1.0,75.0,750.9466666666667,56321.0,54.093333333333334,4057.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.07203352213206442,1.800013706088066e-06,8.0,,,,,,,,,,1.0,0.0
UNSW_NB15,Full Context,0.1,0.1,instruction,2,random_forest,0.15639630000805482,2.085284000107398,0.9066666666666666,0.8771929824561403,1.0,0.9345794392523364,0.8858943707889589,0.96,0.96,0.9738108235485258,0.1135708834503352,0.1699713280679871,0.09333333333333334,10.0,750.0,1.0,75.0,1.0,75.0,837.0933333333334,62782.0,53.13333333333333,3985.0,10.0,750.0,1.0,75.0,1.0,75.0,837.0933333333334,62782.0,53.13333333333333,3985.0,0.1,0.1,1.0,1.0,0.0,0.0,0.06347360708483324,1.800013706088066e-06,8.0,,,,,,,,,,1.0,0.0
UNSW_NB15,Full Context,0.2,0.1,instruction,2,random_forest,0.1651248999987729,2.201665333316972,0.9333333333333333,0.9090909090909091,1.0,0.9523809523809523,0.9206349206349206,0.9672000000000001,0.9672000000000001,0.9799144245811607,0.10505058924661967,0.18913570740587798,0.06666666666666667,11.0,825.0,2.0,150.0,1.0,75.0,924.1466666666666,69311.0,53.08,3981.0,11.0,825.0,2.0,150.0,1.0,75.0,924.1466666666666,69311.0,53.08,3981.0,0.18181818181818182,0.09090909090909091,1.0,1.0,0.0,0.0,0.05743677049818932,1.800013706088066e-06,8.0,,,,,,,,,,1.019047619047619,-0.017801513128615887
UNSW_NB15,Full Context,0.3,0.1,instruction,2,random_forest,0.16411529999459162,2.188203999927888,0.9333333333333333,0.9090909090909091,1.0,0.9523809523809523,0.9206349206349206,0.9624,0.9624,0.9726412745266106,0.10569802251658497,0.1895484939523635,0.06666666666666667,11.0,825.0,2.0,150.0,1.0,75.0,924.04,69303.0,53.026666666666664,3977.0,11.0,825.0,2.0,150.0,1.0,75.0,924.04,69303.0,53.026666666666664,3977.0,0.18181818181818182,0.09090909090909091,1.0,1.0,0.0,0.0,0.05738568315945919,1.800013706088066e-06,8.0,,,,,,,,,,1.019047619047619,-0.017801513128615887
UNSW_NB15,Full Context,0.4,0.1,instruction,2,random_forest,0.17936079995706677,2.3914773327608905,0.9333333333333333,0.9090909090909091,1.0,0.9523809523809523,0.9206349206349206,0.9616,0.9616,0.9738840973198915,0.10763323163623677,0.20943017318163185,0.06666666666666667,12.0,900.0,3.0,225.0,1.0,75.0,1011.8133333333334,75886.0,53.8,4035.0,12.0,900.0,3.0,225.0,1.0,75.0,1011.8133333333334,75886.0,53.8,4035.0,0.25,0.08333333333333333,1.0,1.0,0.0,0.0,0.05317186305774451,1.800013706088066e-06,8.0,,,,,,,,,,1.019047619047619,-0.017801513128615887
UNSW_NB15,Full Context,0.5,0.1,instruction,2,random_forest,0.18034099997021258,2.404546666269501,0.9466666666666667,0.9259259259259259,1.0,0.9615384615384616,0.9372909698996655,0.9712,0.9712,0.9831892370194142,0.11361167489538684,0.24024178707643026,0.05333333333333334,13.0,975.0,4.0,300.0,1.0,75.0,1098.3333333333333,82375.0,53.026666666666664,3977.0,13.0,975.0,4.0,300.0,1.0,75.0,1098.3333333333333,82375.0,53.026666666666664,3977.0,0.3076923076923077,0.07692307692307693,1.0,1.0,0.0,0.0,0.04827921092564492,1.800013706088066e-06,8.0,,,,,,,,,,1.028846153846154,-0.026959022286125123
UNSW_NB15,Random-k Selection,0.0,0.1,instruction,2,random_forest,0.11335610004607588,1.5114146672810118,0.6666666666666666,0.6666666666666666,1.0,0.8,0.4,0.9663999999999999,0.9663999999999999,0.981370822202416,0.16833942057535403,0.18860076556669356,0.3333333333333333,3.0,225.0,0.0,0.0,0.37333333333333335,28.0,248.62666666666667,18647.0,19.813333333333333,1486.0,9.0,675.0,0.0,0.0,1.0,75.0,750.9466666666667,56321.0,54.093333333333334,4057.0,0.0,0.12444444444444444,0.37333333333333335,0.0,0.6666666666666667,0.6689156797642087,0.07969110312650829,6.00004568696022e-07,3.0,,,,,,,,,,1.0,0.0
UNSW_NB15,Random-k Selection,0.1,0.1,instruction,2,random_forest,0.11835380003321916,1.5780506671095889,0.68,0.6756756756756757,1.0,0.8064516129032258,0.4416873449131513,0.912,0.912,0.9371249273374845,0.1722241028462589,0.16085340082871463,0.32,3.0,225.0,0.3333333333333333,25.0,0.29333333333333333,22.0,251.77333333333334,18883.0,16.026666666666667,1202.0,10.0,750.0,1.0,75.0,1.0,75.0,837.0933333333334,62782.0,53.13333333333333,3985.0,0.1111111111111111,0.09777777777777778,0.29333333333333333,0.3333333333333333,0.7,0.6992290783982671,0.06365513954350474,6.00004568696022e-07,3.0,,,,,,,,,,1.008064516129032,-0.006451612903225712
UNSW_NB15,Random-k Selection,0.2,0.1,instruction,2,random_forest,0.11966169998049736,1.5954893330732982,0.6666666666666666,0.6666666666666666,1.0,0.8,0.4,0.9128000000000001,0.9128000000000001,0.9506859244990473,0.17583501025340353,0.16533206079180687,0.3333333333333333,3.0,225.0,0.49333333333333335,37.0,0.4266666666666667,32.0,246.92,18519.0,22.72,1704.0,11.0,825.0,2.0,150.0,1.0,75.0,924.1466666666666,69311.0,53.08,3981.0,0.16444444444444445,0.14222222222222222,0.4266666666666667,0.24666666666666667,0.7272727272727273,0.7328129734097041,0.0920136076462012,6.00004568696022e-07,3.0,,,,,,,,,,1.0,0.0
UNSW_NB15,Random-k Selection,0.3,0.1,instruction,2,random_forest,0.14567310002166778,1.9423080002889037,0.68,0.6756756756756757,1.0,0.8064516129032258,0.4416873449131513,0.9128000000000001,0.9128000000000001,0.9439100405935914,0.17161934586097824,0.18989640180350115,0.32,3.0,225.0,0.6266666666666667,47.0,0.36,27.0,249.34666666666666,18701.0,19.4,1455.0,11.0,825.0,2.0,150.0,1.0,75.0,924.04,69303.0,53.026666666666664,3977.0,0.2088888888888889,0.12,0.36,0.31333333333333335,0.7272727272727273,0.7301559817035337,0.07780332602534624,6.00004568696022e-07,3.0,,,,,,,,,,1.008064516129032,-0.006451612903225712
UNSW_NB15,Random-k Selection,0.4,0.1,instruction,2,random_forest,0.12075280002318323,1.610037333642443,0.6666666666666666,0.6666666666666666,1.0,0.8,0.4,0.9216,0.9216,0.9612179010699236,0.1700820389065022,0.16129501459175188,0.3333333333333333,3.0,225.0,0.6133333333333333,46.0,0.32,24.0,250.78666666666666,18809.0,17.413333333333334,1306.0,12.0,900.0,3.0,225.0,1.0,75.0,1011.8133333333334,75886.0,53.8,4035.0,0.20444444444444446,0.10666666666666667,0.32,0.20444444444444446,0.75,0.7521413699496613,0.06943484502100059,6.00004568696022e-07,3.0,,,,,,,,,,1.0,0.0
UNSW_NB15,Random-k Selection,0.5,0.1,instruction,2,random_forest,0.11851689999457449,1.5802253332609932,0.6666666666666666,0.6666666666666666,1.0,0.8,0.4,0.888,0.888,0.9488693951235035,0.17170901842865915,0.17751229065122226,0.3333333333333333,3.0,225.0,0.9733333333333334,73.0,0.18666666666666668,14.0,254.68,19101.0,9.573333333333334,718.0,13.0,975.0,4.0,300.0,1.0,75.0,1098.3333333333333,82375.0,53.026666666666664,3977.0,0.3244444444444444,0.06222222222222222,0.18666666666666668,0.24333333333333335,0.7692307692307692,0.7681213960546283,0.03758965499188524,6.00004568696022e-07,3.0,,,,,,,,,,1.0,0.0
